No.,Lab No.,เลขที่รับ,Report No.,Received Date,Analysis Date,Report Date,Sample Code,Sample Name,Supplier,"Production Date
 / Lot",หน่วยงาน,Cost Center,"Sample 
Condition",Result,,,,,,หมายเหตุ,,
,,,,,,,,,,,,,,"Organo
phosphate",Carbamate,"Organo
chlorine",Pyrethroid,"Chloram
phenicol",Nitrofuran,,,
986,C.194/03,C.260318/01,260318/07,17/3/2026,18/3/2026,18-มี.ค.-26,71004036,กระเทียมกลีบใหญ่ ,SPK,ร.260317,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
987,C.195/03,C.260318/01,260318/08,17/3/2026,18/3/2026,18-มี.ค.-26,71000060,ถั่วฝักยาว,มามา,ร.260317,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
988,C.196/03,C.260318/01,260318/09,17/3/2026,18/3/2026,18-มี.ค.-26,71012017,ผักชีฝรั่ง,มามา,ร.260317,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
989,C.197/03,C.260319/01,260319/01,19/3/2026,19/3/2026,19-มี.ค.-26,71000414,เซอเลอรี่,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
990,C.198/03,C.260319/01,260319/02,19/3/2026,19/3/2026,19-มี.ค.-26,71000050,แครอทภายใน,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
991,C.199/03,C.260319/01,260319/03,19/3/2026,19/3/2026,19-มี.ค.-26,71000100,กะหล่ำปลีเขียว (หัวใจ),SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
992,C.200/03,C.260319/01,260319/04,19/3/2026,19/3/2026,19-มี.ค.-26,71000279,ผักบุ้งไทย,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
993,C.201/03,C.260319/01,260319/05,19/3/2026,19/3/2026,19-มี.ค.-26,71000289,กวางตุ้งไต้หวัน,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
994,C.202/03,C.260319/01,260319/06,19/3/2026,19/3/2026,19-มี.ค.-26,71000337,หอมแขก,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
995,C.203/03,C.260319/01,260319/07,19/3/2026,19/3/2026,19-มี.ค.-26,71036050,แครอทตัดแต่ง ,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
996,C.204/03,C.260319/01,260319/08,19/3/2026,19/3/2026,19-มี.ค.-26,71000330,ผักบุ้งจีนตัดราก,SPK,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
997,C.205/03,C.260319/01,260319/09,19/3/2026,19/3/2026,19-มี.ค.-26,71000289,กวางตุ้งไต้หวัน,คิงส์วิช,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
998,C.206/03,C.260319/01,260319/10,19/3/2026,19/3/2026,19-มี.ค.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
999,C.207/03,C.260319/01,260319/11,19/3/2026,19/3/2026,19-มี.ค.-26,71000276,ผักกาดแก้ว,ผักพอเพียง,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1000,C.208/03,C.260320/01,260320/01,20/3/2026,20/3/2026,20-มี.ค.-26,71000403,กระเทียม(ส่งออก),นพดา,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1001,C.209/03,C.260320/02,260320/02,20/3/2026,20/3/2026,20-มี.ค.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1002,C.210/03,C.260320/02,260320/03,20/3/2026,20/3/2026,20-มี.ค.-26,71000177,ข่าแก่หั่นเส้น,เฟรชลี่,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1003,C.211/03,C.260320/02,260320/04,20/3/2026,20/3/2026,20-มี.ค.-26,71005183,ใบสาระแหน่,เฟรชลี่,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1004,C.212/03,C.260320/02,260320/05,20/3/2026,20/3/2026,20-มี.ค.-26,71000139,ขิงอ่อนซอย,เฟรชลี่,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1005,C.213/03,C.260320/02,260320/06,20/3/2026,20/3/2026,20-มี.ค.-26,71000169,แครอทหั่นแท่ง,เฟรชลี่,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1006,C.214/03,C.260320/02,260320/07,20/3/2026,20/3/2026,20-มี.ค.-26,71000021,มะนาว,โกลด์สตาร์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1007,C.215/03,C.260320/02,260320/08,20/3/2026,20/3/2026,20-มี.ค.-26,71000051,ข่าแก่,โกลด์สตาร์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1008,C.216/03,C.260320/02,260320/09,20/3/2026,20/3/2026,20-มี.ค.-26,71004008,ต้นหอม,โกลด์สตาร์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1009,C.217/03,C.260320/02,260320/10,20/3/2026,20/3/2026,20-มี.ค.-26,71000030,มะเขือเปราะ,โกลด์สตาร์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1010,C.218/03,C.260320/02,260320/11,20/3/2026,20/3/2026,20-มี.ค.-26,71004008,ต้นหอม,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1011,C.219/03,C.260320/02,260320/12,20/3/2026,20/3/2026,20-มี.ค.-26,71001015,รากผักชี,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1012,C.220/03,C.260320/02,260320/13,20/3/2026,20/3/2026,20-มี.ค.-26,71010015,ใบผักชี,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1013,C.221/03,C.260320/03,260320/14,20/3/2026,20/3/2026,20-มี.ค.-26,71000010,พริกขี้หนูแดง,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1014,C.222/03,C.260320/03,260320/15,20/3/2026,20/3/2026,20-มี.ค.-26,71008009,พริกชี้ฟ้าแดง,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1015,C.223/03,C.260320/03,260320/16,20/3/2026,20/3/2026,20-มี.ค.-26,71000063,เห็ดหูหนู,ทวีทรัพย์,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1016,C.224/03,C.260320/03,260320/17,20/3/2026,20/3/2026,20-มี.ค.-26,71000277,สลัดคอส,ฟาร์มรัศมี,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1017,C.225/03,C.260320/03,260320/18,20/3/2026,20/3/2026,20-มี.ค.-26,71000290,กรีนโอ๊ค,ฟาร์มรัศมี,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1018,C.226/03,C.260320/03,260320/19,20/3/2026,20/3/2026,20-มี.ค.-26,71000296,ฟิลเลย์,ฟาร์มรัศมี,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1019,C.227/03,C.260320/03,260320/20,20/3/2026,20/3/2026,20-มี.ค.-26,71000277,สลัดคอส,วิสาหกิจ อินโนเวทีฟ,ร.260319,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1020,C.228/03,C.260321/01,260321/01,20/3/2026,21/3/2026,21-มี.ค.-26,71000401,หอมแดง,อโกรไทย,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1021,C.229/03,C.260321/01,260321/02,20/3/2026,21/3/2026,21-มี.ค.-26,71000247,พริกชี้ฟ้าแดง,PDS,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1022,C.230/03,C.260321/01,260321/03,20/3/2026,21/3/2026,21-มี.ค.-26,71000243,พริกหวานแดง,PDS,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1023,C.231/03,C.260321/01,260321/04,20/3/2026,21/3/2026,21-มี.ค.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1024,C.232/03,C.260321/01,260321/05,20/3/2026,21/3/2026,21-มี.ค.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1025,C.233/03,C.260321/01,260321/06,20/3/2026,21/3/2026,21-มี.ค.-26,71000416,ถั่วงอก,บลูริเวอร์,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1026,C.234/03,C.260321/02,260321/07,21/3/2026,21/3/2026,21-มี.ค.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1027,C.235/03,C.260321/03,260321/08,21/3/2026,21/3/2026,21-มี.ค.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1028,C.236/03,C.260321/04,260321/09,21/3/2026,21/3/2026,21-มี.ค.-26,71011005,หอมใหญ่,ฟาร์มสำเร็จ,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1029,C.237/03,C.260321/05,260321/10,21/3/2026,21/3/2026,21-มี.ค.-26,71017012,มันแกว,ฟาร์มสำเร็จ,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1030,C.238/03,C.260321/06,260321/11,21/3/2026,21/3/2026,21-มี.ค.-26,71000277,สลัดคอส,เนาวรัตน์,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1031,C.239/03,C.260321/07,260321/12,21/3/2026,21/3/2026,21-มี.ค.-26,71000290,กรีนโอ๊ค,เนาวรัตน์,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1032,C.240/03,C.260321/08,260321/13,21/3/2026,21/3/2026,21-มี.ค.-26,71000296,ฟิลเลย์,เนาวรัตน์,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1033,C.241/03,C.260321/09,260321/14,21/3/2026,21/3/2026,21-มี.ค.-26,71000277,สลัดคอส,สวนให้ความรัก,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1034,C.242/03,C.260321/10,260321/15,21/3/2026,21/3/2026,21-มี.ค.-26,71000290,กรีนโอ๊ค,สวนให้ความรัก,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1035,C.243/03,C.260321/11,260321/16,21/3/2026,21/3/2026,21-มี.ค.-26,71000296,ฟิลเลย์,สวนให้ความรัก,ร.260320,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1036,C.244/03,C.260323/01,260323/01,23/3/2026,23/3/2026,23-มี.ค.-26,71000276,ผักกาดแก้ว,ฟาร์มเฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1037,C.245/03,C.260323/01,260323/02,23/3/2026,23/3/2026,23-มี.ค.-26,71000277,สลัดคอส,ฟาร์มเฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1038,C.246/03,C.260323/01,260323/03,23/3/2026,23/3/2026,23-มี.ค.-26,71000296,ฟิลเลย์,ฟาร์มเฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1039,C.247/03,C.260323/01,260323/04,23/3/2026,23/3/2026,23-มี.ค.-26,71000374,เรดแรดิช,ฟาร์มเฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1040,C.248/03,C.260323/01,260323/05,23/3/2026,23/3/2026,23-มี.ค.-26,71001029,โหระพาเด็ดก้าน,ซีพี เฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1041,C.249/03,C.260323/01,260323/06,23/3/2026,23/3/2026,23-มี.ค.-26,71000363,ใบแมงลัก,ซีพี เฟรช,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1042,C.250/03,C.260323/01,260323/07,23/3/2026,23/3/2026,23-มี.ค.-26,71017012,มันแกว,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1043,C.251/03,C.260323/01,260323/08,23/3/2026,23/3/2026,23-มี.ค.-26,71001029,โหระพาเด็ดก้าน,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1044,C.252/03,C.260323/01,260323/09,23/3/2026,23/3/2026,23-มี.ค.-26,71000039,ข่าอ่อน,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1045,C.253/03,C.260323/01,260323/10,23/3/2026,23/3/2026,23-มี.ค.-26,71004008,ต้นหอม,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1046,C.254/03,C.260323/01,260323/11,23/3/2026,23/3/2026,23-มี.ค.-26,71000053,คะน้า,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1047,C.255/03,C.260323/01,260323/12,23/3/2026,23/3/2026,23-มี.ค.-26,71001020,กะเพราเกษตร,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1048,C.256/03,C.260323/02,260323/13,23/3/2026,23/3/2026,23-มี.ค.-26,71000418,ใบกุ๋ยช่าย,นิภาพร,ร.260321,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1049,C.257/03,C.260323/03,260323/14,23/3/2026,23/3/2026,23-มี.ค.-26,71000416,ถั่วงอก,มาลี,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1050,C.258/03,C.260323/03,260323/15,23/3/2026,23/3/2026,23-มี.ค.-26,71000295,ใบกะเพราป่า,สมคิด,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1051,C.259/03,C.260323/03,260323/16,23/3/2026,23/3/2026,23-มี.ค.-26,71000295,ใบกะเพราป่า,รุ่งไพลิน,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1052,C.260/03,C.260323/03,260323/17,23/3/2026,23/3/2026,23-มี.ค.-26,71000295,ใบกะเพราป่า,กนกธร,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1053,C.261/03,C.260323/03,260323/18,23/3/2026,23/3/2026,23-มี.ค.-26,71000295,ใบกะเพราป่า,อาคม,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1054,C.262/03,C.260323/03,260323/19,23/3/2026,23/3/2026,23-มี.ค.-26,71000295,ใบกะเพราป่า,ณัฐสิริ,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1055,C.263/03,C.260323/03,260323/20,23/3/2026,23/3/2026,23-มี.ค.-26,71011005,หอมใหญ่,PDS,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1056,C.264/03,C.260323/03,260323/21,23/3/2026,23/3/2026,23-มี.ค.-26,71000010,พริกขี้หนูแดง,PDS,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1057,C.265/03,C.260323/03,260323/22,23/3/2026,23/3/2026,23-มี.ค.-26,71000042,มะเขือเทศท้อ,PDS,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1058,C.266/03,C.260323/03,260323/23,23/3/2026,23/3/2026,23-มี.ค.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1059,C.267/03,C.260323/04,260323/24,23/3/2026,23/3/2026,23-มี.ค.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1060,C.268/03,C.260323/04,260323/25,23/3/2026,23/3/2026,23-มี.ค.-26,71000418,ใบกุ๋ยช่าย,นิภาพร,ร.260322,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1061,C.269/03,C.260324/01,260324/01,23/3/2026,24/3/2026,24-มี.ค.-26,71006013,ขิงสด,สิงหราช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1062,C.270/03,C.260324/01,260324/02,23/3/2026,24/3/2026,24-มี.ค.-26,71008009,พริกชี้ฟ้าแดง,สิงหราช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1063,C.271/03,C.260324/01,260324/03,23/3/2026,24/3/2026,24-มี.ค.-26,71030009,พริกชี้ฟ้าแดงผ่า,สิงหราช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1064,C.272/03,C.260324/01,260324/04,23/3/2026,24/3/2026,24-มี.ค.-26,71000128,ขิงแก่บดละเอียดด (Frozen),สยามฮาร์เวสท์,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1065,C.273/03,C.260324/01,260324/05,23/3/2026,24/3/2026,24-มี.ค.-26,71000250,ขิงแก่บดละเอียด,สยามฮาร์เวสท์,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1066,C.274/03,C.260324/01,260324/06,23/3/2026,24/3/2026,24-มี.ค.-26,71000297,มะเขือเทศราชินี,วิสาหกิจ ,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1067,C.275/03,C.260324/01,260324/07,23/3/2026,24/3/2026,24-มี.ค.-26,71000021,มะนาว,คิงส์วิช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1068,C.276/03,C.260324/01,260324/08,23/3/2026,24/3/2026,24-มี.ค.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1069,C.277/03,C.260324/01,260324/09,23/3/2026,24/3/2026,24-มี.ค.-26,71000276,ผักกาดแก้ว,คิงส์วิช,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1070,C.278/03,C.260324/01,260324/10,23/3/2026,24/3/2026,24-มี.ค.-26,71000007,กระเทียม,อโกรไทย,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1071,C.279/03,C.260324/01,260324/11,23/3/2026,24/3/2026,24-มี.ค.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1072,C.280/03,C.260324/01,260324/12,23/3/2026,24/3/2026,24-มี.ค.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1073,C.281/03,C.260324/02,260324/13,23/3/2026,24/3/2026,24-มี.ค.-26,71011005,หอมใหญ่,CP Axtra,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1074,C.282/03,C.260324/02,260324/14,23/3/2026,24/3/2026,24-มี.ค.-26,71000042,มะเขือเทศท้อ,CP Axtra,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1075,C.283/03,C.260324/02,260324/15,23/3/2026,24/3/2026,24-มี.ค.-26,71004036,กระเทียมกลีบใหญ่ ,CP Axtra,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1076,C.284/03,C.260324/03,260324/16,24/3/2026,24/3/2026,24-มี.ค.-26,71000239,เห็ดหูหนู,ทวีทรัพย์,ร.260323,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1077,C.285/03,C.260325/01,260325/01,24/3/2026,25/3/2026,25-มี.ค.-26,71000277,สลัดคอส,ผักพอเพียง,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1078,C.286/03,C.260325/01,260325/02,24/3/2026,25/3/2026,25-มี.ค.-26,71000374,เรดแรดิช,ผักพอเพียง,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1079,C.287/03,C.260325/01,260325/03,24/3/2026,25/3/2026,25-มี.ค.-26,71000297,มะเขือเทศราชินี,วิสาหกิจดอนตูม,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1080,C.288/03,C.260325/01,260325/04,24/3/2026,25/3/2026,25-มี.ค.-26,71000350,มะเขือม่วงก้านดำ,PDS,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1081,C.289/03,C.260325/01,260325/05,24/3/2026,25/3/2026,25-มี.ค.-26,71000277,สลัดคอส,สิริกรีน,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1082,C.290/03,C.260325/01,260325/06,24/3/2026,25/3/2026,25-มี.ค.-26,71000290,กรีนโอ๊ค,สิริกรีน,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1083,C.291/03,C.260325/01,260325/07,24/3/2026,25/3/2026,25-มี.ค.-26,71000296,ฟิลเลย์,สิริกรีน,ร.260324,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1084,C.292/03,C.260326/01,260326/01,25/3/2026,26/3/2026,26-มี.ค.-26,71001015,รากผักชี,สิงหราช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1085,C.293/03,C.260326/01,260326/02,25/3/2026,26/3/2026,26-มี.ค.-26,71000276,ผักกาดแก้ว,ผักพอเพียง,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1086,C.294/03,C.260326/01,260326/03,25/3/2026,26/3/2026,26-มี.ค.-26,71000296,ฟิลเลย์,ผักพอเพียง,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1087,C.295/03,C.260326/01,260326/04,25/3/2026,26/3/2026,26-มี.ค.-26,71000297,มะเขือเทศราชินี,ผักพอเพียง,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1088,C.296/03,C.260326/01,260326/05,25/3/2026,26/3/2026,26-มี.ค.-26,71000297,มะเขือเทศราชินี,คิงส์วิช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1089,C.297/03,C.260326/01,260326/06,25/3/2026,26/3/2026,26-มี.ค.-26,71000007,กระเทียม,อโกรไทย,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1090,C.298/03,C.260326/01,260326/07,25/3/2026,26/3/2026,26-มี.ค.-26,71000346,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1091,C.299/03,C.260326/01,260326/08,25/3/2026,26/3/2026,26-มี.ค.-26,71004008,ต้นหอม,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1092,C.300/03,C.260326/01,260326/09,25/3/2026,26/3/2026,26-มี.ค.-26,71001015,รากผักชี,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1093,C.301/03,C.260326/01,260326/10,25/3/2026,26/3/2026,26-มี.ค.-26,71010015,ใบผักชี,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1094,C.302/03,C.260326/01,260326/11,25/3/2026,26/3/2026,26-มี.ค.-26,71000010,พริกขี้หนูแดง,ทวีทรัพย์,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1095,C.303/03,C.260326/01,260326/12,25/3/2026,26/3/2026,26-มี.ค.-26,71000276,ผักกาดแก้ว,ฟาร์มเฟรช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
1096,C.304/03,C.260326/02,260326/13,25/3/2026,26/3/2026,26-มี.ค.-26,71000296,ฟิลเลย์,ฟาร์มเฟรช,ร.260325,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
