No.,Lab No.,เลขที่รับ,Report No.,Received Date,Analysis Date,Report Date,Sample Code,Sample Name,Supplier,"Production Date
 / Lot",หน่วยงาน,Cost Center,"Sample 
Condition",Result,,,,,,หมายเหตุ,,
,,,,,,,,,,,,,,"Organo
phosphate",Carbamate,"Organo
chlorine",Pyrethroid,"Chloram
phenicol",Nitrofuran,,,
417,C.0417/01,C.260126/04,260126/24,26/1/2026,26/1/2026,26-ม.ค.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260125,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
418,C.0418/01,C.260128/01,260128/01,26/1/2026,28/1/2026,28-ม.ค.-26,71000128,ขิงแก่บดละเอียดด (Frozen),สยามฮาเวสท์,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
419,C.0419/01,C.260128/01,260128/02,26/1/2026,28/1/2026,28-ม.ค.-26,71000241,กระเทียมบดแช่แข็ง,สยามฮาเวสท์,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
420,C.0420/01,C.260128/01,260128/03,26/1/2026,28/1/2026,28-ม.ค.-26,71006013,ขิงสด,สิงหราช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
421,C.0421/01,C.260128/01,260128/04,26/1/2026,28/1/2026,28-ม.ค.-26,71008009,พริกชี้ฟ้าแดง,สิงหราช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
422,C.0422/01,C.260128/01,260128/05,26/1/2026,28/1/2026,28-ม.ค.-26,71030009,พริกชี้ฟ้าแดงผ่า,สิงหราช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
423,C.0423/01,C.260128/01,260128/06,26/1/2026,28/1/2026,28-ม.ค.-26,71000010,พริกขี้หนูแดง,ทวีทรัพย์,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
424,C.0424/01,C.260128/01,260128/07,26/1/2026,28/1/2026,28-ม.ค.-26,71001015,รากผักชี,ทวีทรัพย์,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
425,C.0425/01,C.260128/01,260128/08,26/1/2026,28/1/2026,28-ม.ค.-26,71004008,ต้นหอม,ทวีทรัพย์,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
426,C.0426/01,C.260128/01,260128/09,26/1/2026,28/1/2026,28-ม.ค.-26,71000007,กระเทียม,อโกรไทย,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
427,C.0427/01,C.260128/01,260128/10,26/1/2026,28/1/2026,28-ม.ค.-26,71000042,มะเขือเทศท้อ,คิงส์วิช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
428,C.0428/01,C.260128/01,260128/11,26/1/2026,28/1/2026,28-ม.ค.-26,71000021,มะนาว,คิงส์วิช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
429,C.0429/01,C.260128/01,260128/12,26/1/2026,28/1/2026,28-ม.ค.-26,71000276,ผักกาดแก้ว,คิงส์วิช,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
430,C.0430/01,C.260128/02,260128/13,27/1/2026,28/1/2026,28-ม.ค.-26,71011005,หอมใหญ่,ซีพี แอ็กซ์ตร้า,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
431,C.0431/01,C.260128/02,260128/14,27/1/2026,28/1/2026,28-ม.ค.-26,71004036,กระเทียมกลีบใหญ่ ,ซีพี แอ็กซ์ตร้า,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
432,C.0432/01,C.260128/02,260128/15,27/1/2026,28/1/2026,28-ม.ค.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
433,C.0433/01,C.260128/02,260128/16,27/1/2026,28/1/2026,28-ม.ค.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
434,C.0434/01,C.260128/02,260128/17,27/1/2026,28/1/2026,28-ม.ค.-26,71000247,พริกชี้ฟ้าแดง,PDS,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
435,C.0435/01,C.260128/02,260128/18,27/1/2026,28/1/2026,28-ม.ค.-26,71000042,มะเขือเทศท้อ,SPK,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
436,C.0436/01,C.260128/02,260128/19,27/1/2026,28/1/2026,28-ม.ค.-26,71013006,หอมแดงปอก,SPK,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
437,C.0437/01,C.260128/02,260128/20,27/1/2026,28/1/2026,28-ม.ค.-26,71004036,กระเทียมกลีบใหญ่ ,SPK,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
438,C.0438/01,C.260128/02,260128/21,27/1/2026,28/1/2026,28-ม.ค.-26,71000050,แครอทภายใน,SPK,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
439,C.0439/01,C.260128/02,260128/22,27/1/2026,28/1/2026,28-ม.ค.-26,71000414,เซอเลอรี่,SPK,ร.260126,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
440,C.0440/01,C.260128/03,260128/23,27/1/2026,28/1/2026,28-ม.ค.-26,71000276,ผักกาดแก้ว,ผักพอเพียง,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
441,C.0441/01,C.260128/03,260128/24,27/1/2026,28/1/2026,28-ม.ค.-26,71000277,สลัดคอส,ผักพอเพียง,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
442,C.0442/01,C.260128/03,260128/25,27/1/2026,28/1/2026,28-ม.ค.-26,71000235,กะหล่ำปลีส่งออก,ฟาร์มสำเร็จ,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
443,C.0443/01,C.260128/03,260128/26,27/1/2026,28/1/2026,28-ม.ค.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
444,C.0444/01,C.260128/03,260128/27,27/1/2026,28/1/2026,28-ม.ค.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
445,C.0445/01,C.260128/03,260128/28,27/1/2026,28/1/2026,28-ม.ค.-26,71000063,เห็ดหูหนู,ฟาร์มสำเร็จ,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
446,C.0446/01,C.260128/03,260128/29,27/1/2026,28/1/2026,28-ม.ค.-26,71000330,ผักบุ้งจีนตัดราก,SPK,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
447,C.0447/01,C.260128/03,260128/30,27/1/2026,28/1/2026,28-ม.ค.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
448,C.0448/01,C.260128/03,260128/31,27/1/2026,28/1/2026,28-ม.ค.-26,71011005,หอมใหญ่,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
449,C.0449/01,C.260128/03,260128/32,27/1/2026,28/1/2026,28-ม.ค.-26,71000050,แครอทภายใน,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
450,C.0450/01,C.260128/03,260128/33,27/1/2026,28/1/2026,28-ม.ค.-26,71000010,พริกขี้หนูแดง,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
451,C.0451/01,C.260128/03,260128/34,27/1/2026,28/1/2026,28-ม.ค.-26,71000042,มะเขือเทศท้อ,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
452,C.0452/01,C.260128/04,260128/35,28/1/2026,28/1/2026,28-ม.ค.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
453,C.0453/01,C.260128/04,260128/36,28/1/2026,28/1/2026,28-ม.ค.-26,71008009,พริกชี้ฟ้าแดง,PDS,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
454,C.0454/01,C.260128/04,260128/37,28/1/2026,28/1/2026,28-ม.ค.-26,71000277,สลัดคอส,สิริกรีน,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
455,C.0455/01,C.260128/04,260128/38,28/1/2026,28/1/2026,28-ม.ค.-26,71000290,กรีนโอ๊ค,สิริกรีน,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
456,C.0456/01,C.260128/04,260128/39,28/1/2026,28/1/2026,28-ม.ค.-26,71000296,ฟิลเลย์,สิริกรีน,ร.260127,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
457,C.0457/01,C.260129/01,260129/01,28/1/2026,29/1/2026,29-ม.ค.-26,71001015,รากผักชี,สิงหราช,ร.260128,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
458,C.0458/01,C.260129/01,260129/02,28/1/2026,29/1/2026,29-ม.ค.-26,71000414,เซอเลอรี่,SPK,ร.260128,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
459,C.0459/01,C.260129/01,260129/03,28/1/2026,29/1/2026,29-ม.ค.-26,71000330,ผักบุ้งจีนตัดราก,SPK,ร.260128,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
460,C.0460/01,C.260129/01,260129/04,28/1/2026,29/1/2026,29-ม.ค.-26,71011005,หอมใหญ่,ซีพี แอ็กซ์ตร้า,ร.260128,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
461,C.0461/01,C.260129/01,260129/05,28/1/2026,29/1/2026,29-ม.ค.-26,71000042,มะเขือเทศท้อ,ซีพี แอ็กซ์ตร้า,ร.260128,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
462,C.0462/01,C.260130/01,260130/01,29/1/2026,30/1/2026,30-ม.ค.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260129,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
463,C.0463/01,C.260130/01,260130/02,29/1/2026,30/1/2026,30-ม.ค.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260129,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
464,C.0464/01,C.260130/01,260130/03,29/1/2026,30/1/2026,30-ม.ค.-26,71000330,ผักบุ้งจีนตัดราก,SPK,ร.260129,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
465,C.0465/01,C.260130/02,260130/04,30/1/2026,30/1/2026,30-ม.ค.-26,71000236,หอมใหญ่ตัดแต่ง,PDS,ร.260130,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
466,C.0466/01,C.260130/02,260130/05,30/1/2026,30/1/2026,30-ม.ค.-26,71000238,แครอทไทยปอกเปลือก,PDS,ร.260130,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
467,C.001/02,C.260202/01,260202/01,31/1/2026,2/2/2026,2-ก.พ.-26,71003207,ใบกะเพราป่า,ชัยเจริญ,ร.260131,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
468,C.002/02,C.260202/01,260202/02,31/1/2026,2/2/2026,2-ก.พ.-26,71001029,โหระพาเด็ดก้าน,ชัยเจริญ,ร.260131,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
469,C.003/02,C.260202/01,260202/03,31/1/2026,2/2/2026,2-ก.พ.-26,71015022,ใบมะกรูดซอย,ชัยเจริญ,ร.260131,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
470,C.004/02,C.260202/02,260202/04,1/2/2026,2/2/2026,2-ก.พ.-26,71008054,คื่นช่าย,มามา,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
471,C.005/02,C.260202/02,260202/05,1/2/2026,2/2/2026,2-ก.พ.-26,71000060,ถั่วฝักยาว,มามา,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
472,C.006/02,C.260202/02,260202/06,1/2/2026,2/2/2026,2-ก.พ.-26,71000040,มะเขือพวง,มามา,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
473,C.007/02,C.260202/02,260202/07,1/2/2026,2/2/2026,2-ก.พ.-26,71000410,ถั่วฝักยาวหั่น,ฟาร์มสำเร็จ,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
474,C.008/02,C.260202/02,260202/08,1/2/2026,2/2/2026,2-ก.พ.-26,71000383,ฟักทองปอกเปลือก,เฟรชลี่,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
475,C.009/02,C.260202/02,260202/09,1/2/2026,2/2/2026,2-ก.พ.-26,71000383,ฟักทองปอกเปลือก,PDS,ร.260201,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
476,C.010/02,C.260202/03,260202/10,2/2/2026,2/2/2026,2-ก.พ.-26,71000250,ขิงแก่บดละเอียด,สยามฮาเวสท์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
477,C.011/02,C.260202/03,260202/11,2/2/2026,2/2/2026,2-ก.พ.-26,71000128,ขิงแก่บดละเอียดด (Frozen),สยามฮาเวสท์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
478,C.012/02,C.260202/03,260202/12,2/2/2026,2/2/2026,2-ก.พ.-26,71000007,กระเทียม,นพดา,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
479,C.013/02,C.260202/03,260202/13,2/2/2026,2/2/2026,2-ก.พ.-26,71000277,สลัดคอส,ผักพอเพียง,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
480,C.014/02,C.260202/03,260202/14,2/2/2026,2/2/2026,2-ก.พ.-26,71000296,ฟิลเลย์,ผักพอเพียง,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
481,C.015/02,C.260202/03,260202/15,2/2/2026,2/2/2026,2-ก.พ.-26,71004008,ต้นหอม,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
482,C.016/02,C.260202/03,260202/16,2/2/2026,2/2/2026,2-ก.พ.-26,71001015,รากผักชี,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
483,C.017/02,C.260202/03,260202/17,2/2/2026,2/2/2026,2-ก.พ.-26,71000010,พริกขี้หนูแดง,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
484,C.018/02,C.260203/01,260203/01,3/2/2026,3/2/2026,3-ก.พ.-26,71000030,มะเขือเปราะ,ชัยเจริญ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
485,C.019/02,C.260203/01,260203/02,3/2/2026,3/2/2026,3-ก.พ.-26,71000188,พริกขี้หนูสวน,CP เฟรซ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
486,C.020/02,C.260203/01,260203/03,3/2/2026,3/2/2026,3-ก.พ.-26,71000010,พริกขี้หนูแดง,CP เฟรซ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
487,C.021/02,C.260203/01,260203/04,3/2/2026,3/2/2026,3-ก.พ.-26,71008009,พริกชี้ฟ้าแดง,CP เฟรซ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
488,C.022/02,C.260203/01,260203/05,3/2/2026,3/2/2026,3-ก.พ.-26,71017012,มันแกว,CP เฟรซ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
489,C.023/02,C.260203/02,260203/06,3/2/2026,3/2/2026,3-ก.พ.-26,71000253,ต้นหอม,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
490,C.024/02,C.260203/02,260203/07,3/2/2026,3/2/2026,3-ก.พ.-26,71000063,เห็ดหูหนู,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
491,C.025/02,C.260203/02,260203/08,3/2/2026,3/2/2026,3-ก.พ.-26,71008009,พริกชี้ฟ้าแดง,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
492,C.026/02,C.260203/02,260203/09,3/2/2026,3/2/2026,3-ก.พ.-26,71010015,ใบผักชี,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
493,C.027/02,C.260203/02,260203/10,3/2/2026,3/2/2026,3-ก.พ.-26,71000383,ฟักทองปอกเปลือก,PDS,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
494,C.028/02,C.260203/02,260203/11,3/2/2026,3/2/2026,3-ก.พ.-26,71000037,พริกขี้หนูเขียว,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
495,C.029/02,C.260203/02,260203/12,3/2/2026,3/2/2026,3-ก.พ.-26,71012017,ผักชีฝรั่ง,ทวีทรัพย์,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
496,C.030/02,C.260203/02,260203/13,3/2/2026,3/2/2026,3-ก.พ.-26,71017012,มันแกว,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
497,C.031/02,C.260203/02,260203/14,3/2/2026,3/2/2026,3-ก.พ.-26,71000003,กะหล่ำปลี,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
498,C.032/02,C.260203/02,260203/15,3/2/2026,3/2/2026,3-ก.พ.-26,71000133,หัวไชเท้า,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
499,C.033/02,C.260203/02,260203/16,3/2/2026,3/2/2026,3-ก.พ.-26,71011005,หอมใหญ่,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
500,C.034/02,C.260203/02,260203/17,3/2/2026,3/2/2026,3-ก.พ.-26,71000279,ผักบุ้งไทย,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
501,C.035/02,C.260203/03,260203/18,3/2/2026,3/2/2026,3-ก.พ.-26,71000063,เห็ดหูหนู,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
502,C.036/02,C.260203/03,260203/19,3/2/2026,3/2/2026,3-ก.พ.-26,71000060,ถั่วฝักยาว,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
503,C.037/02,C.260203/03,260203/20,3/2/2026,3/2/2026,3-ก.พ.-26,71000053,คะน้า,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
504,C.038/02,C.260203/03,260203/21,3/2/2026,3/2/2026,3-ก.พ.-26,71000030,มะเขือเปราะ,ฟาร์มสำเร็จ,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
505,C.039/02,C.260203/03,260203/22,3/2/2026,3/2/2026,3-ก.พ.-26,71000414,เซอเลอรี่,SN เฟรช,ร.260202,QA RM,500253,Sealed plastic bag,Not Detect,Not Detect,Not Detect,Not Detect,,,,,
